Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-01-20,Race_eth_NHWhite,4335670,712455,2.3,0.4,185445418
2021-01-19,Race_eth_NHWhite,4102375,661542,2.2,0.4,185445418
2021-01-18,Race_eth_NHWhite,3971542,640610,2.1,0.3,185445418
2021-01-17,Race_eth_NHWhite,3793368,620288,2,0.3,185445418
2021-01-16,Race_eth_NHWhite,3495618,586102,1.9,0.3,185445418
2021-01-15,Race_eth_NHWhite,3175527,534578,1.7,0.3,185445418
2021-01-14,Race_eth_NHWhite,2908509,453446,1.6,0.2,185445418
2021-01-13,Race_eth_NHWhite,2690228,363362,1.5,0.2,185445418
2021-01-12,Race_eth_NHWhite,2501922,277954,1.3,0.1,185445418
2021-01-11,Race_eth_NHWhite,2424729,249222,1.3,0.1,185445418
2021-01-10,Race_eth_NHWhite,2306259,208131,1.2,0.1,185445418
2021-01-09,Race_eth_NHWhite,2126154,127081,1.1,0.1,185445418
2021-01-08,Race_eth_NHWhite,1916952,66796,1,0,185445418
2021-01-07,Race_eth_NHWhite,1708118,29393,0.9,0,185445418
2021-01-06,Race_eth_NHWhite,1519488,9729,0.8,0,185445418
2021-01-05,Race_eth_NHWhite,1387897,4170,0.7,0,185445418
2021-01-04,Race_eth_NHWhite,1320031,3750,0.7,0,185445418
2021-01-03,Race_eth_NHWhite,1269263,3619,0.7,0,185445418
2021-01-02,Race_eth_NHWhite,1225556,3469,0.7,0,185445418
2021-01-01,Race_eth_NHWhite,1102811,3064,0.6,0,185445418
2020-12-31,Race_eth_NHWhite,917672,2580,0.5,0,185445418
2020-12-30,Race_eth_NHWhite,776974,2182,0.4,0,185445418
2020-12-29,Race_eth_NHWhite,654754,1666,0.4,0,185445418
2020-12-28,Race_eth_NHWhite,623689,1607,0.3,0,185445418
2020-12-27,Race_eth_NHWhite,589622,1561,0.3,0,185445418
2020-12-26,Race_eth_NHWhite,571548,1540,0.3,0,185445418
2020-12-25,Race_eth_NHWhite,520905,1385,0.3,0,185445418
2020-12-24,Race_eth_NHWhite,400509,1171,0.2,0,185445418
2020-12-23,Race_eth_NHWhite,288109,742,0.2,0,185445418
2020-12-22,Race_eth_NHWhite,206680,595,0.1,0,185445418
2020-12-21,Race_eth_NHWhite,175007,479,0.1,0,185445418
2020-12-20,Race_eth_NHWhite,137822,256,0.1,0,185445418
2020-12-19,Race_eth_NHWhite,64676,101,0,0,185445418
2020-12-18,Race_eth_NHWhite,24143,20,0,0,185445418
2020-12-17,Race_eth_NHWhite,5469,6,0,0,185445418
2020-12-16,Race_eth_NHWhite,645,0,0,0,185445418
2021-05-17,Race_eth_NHNHOPI,257377,199447,28.9,22.4,891847
2021-05-16,Race_eth_NHNHOPI,254855,195957,28.6,22,891847
2021-05-15,Race_eth_NHNHOPI,253214,193519,28.4,21.7,891847
2021-05-14,Race_eth_NHNHOPI,250262,188846,28.1,21.2,891847
2021-05-13,Race_eth_NHNHOPI,249168,186343,27.9,20.9,891847
2021-05-12,Race_eth_NHNHOPI,247423,182656,27.7,20.5,891847
2021-05-11,Race_eth_NHNHOPI,246554,180825,27.6,20.3,891847
2021-05-10,Race_eth_NHNHOPI,244752,178401,27.4,20,891847
2021-05-09,Race_eth_NHNHOPI,243318,175695,27.3,19.7,891847
2021-05-08,Race_eth_NHNHOPI,241570,172283,27.1,19.3,891847
2021-05-07,Race_eth_NHNHOPI,239271,168528,26.8,18.9,891847
2021-05-06,Race_eth_NHNHOPI,231896,161642,26,18.1,891847
2021-05-05,Race_eth_NHNHOPI,230842,159819,25.9,17.9,891847
2021-05-04,Race_eth_NHNHOPI,229795,158348,25.8,17.8,891847
2021-05-03,Race_eth_NHNHOPI,228874,156923,25.7,17.6,891847
2021-05-02,Race_eth_NHNHOPI,228031,155645,25.6,17.5,891847
2021-05-01,Race_eth_NHNHOPI,226309,153680,25.4,17.2,891847
2021-04-30,Race_eth_NHNHOPI,223819,150629,25.1,16.9,891847
2021-04-29,Race_eth_NHNHOPI,221630,147831,24.9,16.6,891847
2021-04-28,Race_eth_NHNHOPI,218787,144645,24.5,16.2,891847
2021-04-27,Race_eth_NHNHOPI,216864,142485,24.3,16,891847
2021-04-26,Race_eth_NHNHOPI,214766,140779,24.1,15.8,891847
2021-04-25,Race_eth_NHNHOPI,211737,138518,23.7,15.5,891847
2021-04-24,Race_eth_NHNHOPI,209990,136567,23.5,15.3,891847
2021-04-23,Race_eth_NHNHOPI,207603,134213,23.3,15,891847
2021-04-22,Race_eth_NHNHOPI,204569,131012,22.9,14.7,891847
2021-04-21,Race_eth_NHNHOPI,202197,128409,22.7,14.4,891847
2021-04-20,Race_eth_NHNHOPI,199931,126490,22.4,14.2,891847
2021-04-19,Race_eth_NHNHOPI,195142,125316,21.9,14.1,891847
2021-04-18,Race_eth_NHNHOPI,193293,122871,21.7,13.8,891847
2021-04-17,Race_eth_NHNHOPI,189926,120333,21.3,13.5,891847
2021-04-16,Race_eth_NHNHOPI,186808,117717,20.9,13.2,891847
2021-04-15,Race_eth_NHNHOPI,183065,114704,20.5,12.9,891847
2021-04-14,Race_eth_NHNHOPI,180060,111982,20.2,12.6,891847
2021-04-13,Race_eth_NHNHOPI,177293,109591,19.9,12.3,891847
2021-04-12,Race_eth_NHNHOPI,173822,106673,19.5,12,891847
2021-04-11,Race_eth_NHNHOPI,170591,103856,19.1,11.6,891847
2021-04-10,Race_eth_NHNHOPI,166826,100924,18.7,11.3,891847
2021-04-09,Race_eth_NHNHOPI,164348,98844,18.4,11.1,891847
2021-04-08,Race_eth_NHNHOPI,160463,95539,18,10.7,891847
2021-04-07,Race_eth_NHNHOPI,157413,93239,17.7,10.5,891847
2021-04-06,Race_eth_NHNHOPI,153991,90353,17.3,10.1,891847
2021-04-05,Race_eth_NHNHOPI,145044,85794,16.3,9.6,891847
2021-04-04,Race_eth_NHNHOPI,144985,85634,16.3,9.6,891847
2021-04-03,Race_eth_NHNHOPI,144810,85347,16.2,9.6,891847
2021-04-02,Race_eth_NHNHOPI,141577,83177,15.9,9.3,891847
2021-04-01,Race_eth_NHNHOPI,138591,80655,15.5,9,891847
2021-03-31,Race_eth_NHNHOPI,136023,78775,15.3,8.8,891847
2021-03-30,Race_eth_NHNHOPI,133683,75895,15,8.5,891847
2021-03-29,Race_eth_NHNHOPI,132190,74629,14.8,8.4,891847
2021-03-28,Race_eth_NHNHOPI,129878,72875,14.6,8.2,891847
2021-03-27,Race_eth_NHNHOPI,127701,71232,14.3,8,891847
2021-03-26,Race_eth_NHNHOPI,125612,70008,14.1,7.8,891847
2021-03-25,Race_eth_NHNHOPI,122766,67737,13.8,7.6,891847
2021-03-24,Race_eth_NHNHOPI,120266,66292,13.5,7.4,891847
2021-03-23,Race_eth_NHNHOPI,117614,64889,13.2,7.3,891847
2021-03-22,Race_eth_NHNHOPI,116435,64269,13.1,7.2,891847
2021-03-21,Race_eth_NHNHOPI,113907,62460,12.8,7,891847
2021-03-20,Race_eth_NHNHOPI,110655,60653,12.4,6.8,891847
2021-03-19,Race_eth_NHNHOPI,107240,59049,12,6.6,891847
2021-03-18,Race_eth_NHNHOPI,105149,57787,11.8,6.5,891847
2021-03-17,Race_eth_NHNHOPI,102617,56438,11.5,6.3,891847
2021-03-16,Race_eth_NHNHOPI,100781,55202,11.3,6.2,891847
2021-03-15,Race_eth_NHNHOPI,99151,54154,11.1,6.1,891847
2021-03-14,Race_eth_NHNHOPI,97217,52919,10.9,5.9,891847
2021-03-13,Race_eth_NHNHOPI,95031,51834,10.7,5.8,891847
2021-03-12,Race_eth_NHNHOPI,91466,50290,10.3,5.6,891847
2021-03-11,Race_eth_NHNHOPI,89192,48967,10,5.5,891847
2021-03-10,Race_eth_NHNHOPI,86334,47615,9.7,5.3,891847
2021-03-09,Race_eth_NHNHOPI,83847,45936,9.4,5.2,891847
2021-03-08,Race_eth_NHNHOPI,82661,45140,9.3,5.1,891847
2021-03-07,Race_eth_NHNHOPI,80973,44129,9.1,4.9,891847
2021-03-06,Race_eth_NHNHOPI,79175,43395,8.9,4.9,891847
2021-03-05,Race_eth_NHNHOPI,77071,42227,8.6,4.7,891847
2021-03-04,Race_eth_NHNHOPI,75291,41259,8.4,4.6,891847
2021-03-03,Race_eth_NHNHOPI,73348,40090,8.2,4.5,891847
2021-03-02,Race_eth_NHNHOPI,72438,39521,8.1,4.4,891847
2021-03-01,Race_eth_NHNHOPI,71437,39004,8,4.4,891847
2021-02-28,Race_eth_NHNHOPI,70401,38290,7.9,4.3,891847
2021-02-27,Race_eth_NHNHOPI,68892,36993,7.7,4.1,891847
2021-02-26,Race_eth_NHNHOPI,67363,35567,7.6,4,891847
2021-02-25,Race_eth_NHNHOPI,65565,34531,7.4,3.9,891847
2021-02-24,Race_eth_NHNHOPI,64355,33586,7.2,3.8,891847
2021-02-23,Race_eth_NHNHOPI,62867,32760,7,3.7,891847
2021-02-22,Race_eth_NHNHOPI,62453,32273,7,3.6,891847
2021-02-21,Race_eth_NHNHOPI,61588,31544,6.9,3.5,891847
2021-02-20,Race_eth_NHNHOPI,60388,30121,6.8,3.4,891847
2021-02-19,Race_eth_NHNHOPI,58746,28421,6.6,3.2,891847
2021-02-18,Race_eth_NHNHOPI,57739,27267,6.5,3.1,891847
2021-02-17,Race_eth_NHNHOPI,56805,26169,6.4,2.9,891847
2021-02-16,Race_eth_NHNHOPI,56165,25572,6.3,2.9,891847
2021-02-15,Race_eth_NHNHOPI,55512,25152,6.2,2.8,891847
2021-02-14,Race_eth_NHNHOPI,54427,24142,6.1,2.7,891847
2021-02-13,Race_eth_NHNHOPI,52850,22509,5.9,2.5,891847
2021-02-12,Race_eth_NHNHOPI,51392,20921,5.8,2.3,891847
2021-02-11,Race_eth_NHNHOPI,49881,18881,5.6,2.1,891847
2021-02-10,Race_eth_NHNHOPI,48649,17730,5.5,2,891847
2021-02-09,Race_eth_NHNHOPI,47588,16978,5.3,1.9,891847
2021-02-08,Race_eth_NHNHOPI,47138,16518,5.3,1.9,891847
2021-02-07,Race_eth_NHNHOPI,45883,15914,5.1,1.8,891847
2021-02-06,Race_eth_NHNHOPI,44441,14633,5,1.6,891847
2021-02-05,Race_eth_NHNHOPI,42563,13478,4.8,1.5,891847
2021-02-04,Race_eth_NHNHOPI,41287,12622,4.6,1.4,891847
2021-02-03,Race_eth_NHNHOPI,40010,11883,4.5,1.3,891847
2021-02-02,Race_eth_NHNHOPI,38976,11514,4.4,1.3,891847
2021-02-01,Race_eth_NHNHOPI,38476,11335,4.3,1.3,891847
2021-01-31,Race_eth_NHNHOPI,37362,10866,4.2,1.2,891847
2021-01-30,Race_eth_NHNHOPI,35928,10159,4,1.1,891847
2021-01-29,Race_eth_NHNHOPI,34301,9479,3.8,1.1,891847
2021-01-28,Race_eth_NHNHOPI,32950,8732,3.7,1,891847
2021-01-27,Race_eth_NHNHOPI,31369,8007,3.5,0.9,891847
2021-01-26,Race_eth_NHNHOPI,30451,7516,3.4,0.8,891847
2021-01-25,Race_eth_NHNHOPI,29866,7391,3.3,0.8,891847
2021-01-24,Race_eth_NHNHOPI,26384,6294,3,0.7,891847
2021-01-23,Race_eth_NHNHOPI,22011,5502,2.5,0.6,891847
2021-01-22,Race_eth_NHNHOPI,20607,5152,2.3,0.6,891847
2021-01-21,Race_eth_NHNHOPI,19217,4586,2.2,0.5,891847
2021-01-20,Race_eth_NHNHOPI,18403,4188,2.1,0.5,891847
2021-01-19,Race_eth_NHNHOPI,17835,3925,2,0.4,891847
2021-01-18,Race_eth_NHNHOPI,17394,3842,2,0.4,891847
2021-01-17,Race_eth_NHNHOPI,16548,3728,1.9,0.4,891847
2021-01-16,Race_eth_NHNHOPI,15285,3534,1.7,0.4,891847
2021-01-15,Race_eth_NHNHOPI,14009,3183,1.6,0.4,891847
2021-01-14,Race_eth_NHNHOPI,13060,2727,1.5,0.3,891847
2021-01-13,Race_eth_NHNHOPI,12290,1940,1.4,0.2,891847
2021-01-12,Race_eth_NHNHOPI,11630,1492,1.3,0.2,891847
2021-01-11,Race_eth_NHNHOPI,11264,1252,1.3,0.1,891847
2021-01-10,Race_eth_NHNHOPI,10809,1023,1.2,0.1,891847
2021-01-09,Race_eth_NHNHOPI,10120,586,1.1,0.1,891847
2021-01-08,Race_eth_NHNHOPI,9194,266,1,0,891847
2021-01-07,Race_eth_NHNHOPI,8552,116,1,0,891847
2021-01-06,Race_eth_NHNHOPI,7878,48,0.9,0,891847
2021-01-05,Race_eth_NHNHOPI,7403,16,0.8,0,891847
2021-01-04,Race_eth_NHNHOPI,7248,16,0.8,0,891847
2021-01-03,Race_eth_NHNHOPI,6998,16,0.8,0,891847
2021-01-02,Race_eth_NHNHOPI,6678,16,0.7,0,891847
2021-01-01,Race_eth_NHNHOPI,6123,15,0.7,0,891847
2020-12-31,Race_eth_NHNHOPI,5317,13,0.6,0,891847
2020-12-30,Race_eth_NHNHOPI,4690,11,0.5,0,891847
2020-12-29,Race_eth_NHNHOPI,4172,9,0.5,0,891847
2020-12-28,Race_eth_NHNHOPI,3952,9,0.4,0,891847
2020-12-27,Race_eth_NHNHOPI,3850,9,0.4,0,891847
2020-12-26,Race_eth_NHNHOPI,3808,8,0.4,0,891847
2020-12-25,Race_eth_NHNHOPI,3509,7,0.4,0,891847
2020-12-24,Race_eth_NHNHOPI,2745,7,0.3,0,891847
2020-12-23,Race_eth_NHNHOPI,1821,4,0.2,0,891847
2020-12-22,Race_eth_NHNHOPI,1342,3,0.2,0,891847
2020-12-21,Race_eth_NHNHOPI,1054,2,0.1,0,891847
2020-12-20,Race_eth_NHNHOPI,677,2,0.1,0,891847
2020-12-19,Race_eth_NHNHOPI,318,0,0,0,891847
2020-12-18,Race_eth_NHNHOPI,62,0,0,0,891847
2020-12-17,Race_eth_NHNHOPI,16,0,0,0,891847
2020-12-16,Race_eth_NHNHOPI,5,0,0,0,891847
2021-05-17,Race_eth_NHMult_Oth,7264536,5896217,0,0,6900162
2021-05-16,Race_eth_NHMult_Oth,7215742,5845413,0,0,6900162
2021-05-15,Race_eth_NHMult_Oth,7159514,5756547,0,0,6900162
2021-05-14,Race_eth_NHMult_Oth,7107356,5660045,0,0,6900162
2021-05-13,Race_eth_NHMult_Oth,7081910,5593560,0,0,6900162
2021-05-12,Race_eth_NHMult_Oth,7055014,5522949,0,0,6900162
2021-05-11,Race_eth_NHMult_Oth,7031714,5464847,0,0,6900162
2021-05-10,Race_eth_NHMult_Oth,6999951,5403384,0,0,6900162
2021-05-09,Race_eth_NHMult_Oth,6965808,5323259,0,0,6900162
2021-05-08,Race_eth_NHMult_Oth,6928009,5230254,0,0,6900162
2021-05-07,Race_eth_NHMult_Oth,6887969,5132591,0,0,6900162
2021-05-06,Race_eth_NHMult_Oth,6849140,5058588,0,0,6900162
2021-05-05,Race_eth_NHMult_Oth,6816102,4993222,0,0,6900162
2021-05-04,Race_eth_NHMult_Oth,6795687,4953285,0,0,6900162
2021-05-03,Race_eth_NHMult_Oth,6783443,4929083,0,0,6900162
2021-05-02,Race_eth_NHMult_Oth,6767737,4903721,0,0,6900162
2021-05-01,Race_eth_NHMult_Oth,6735181,4850890,0,0,6900162
2021-04-30,Race_eth_NHMult_Oth,6697125,4791036,0,0,6900162
2021-04-29,Race_eth_NHMult_Oth,6659730,4730571,0,0,6900162
2021-04-28,Race_eth_NHMult_Oth,6621569,4669353,0,0,6900162
2021-04-27,Race_eth_NHMult_Oth,6589209,4619543,0,0,6900162
2021-04-26,Race_eth_NHMult_Oth,6562786,4584350,0,0,6900162
2021-04-25,Race_eth_NHMult_Oth,6528600,4540941,0,0,6900162
2021-04-24,Race_eth_NHMult_Oth,6484890,4476673,0,0,6900162
2021-04-23,Race_eth_NHMult_Oth,6434116,4405142,0,0,6900162
2021-04-22,Race_eth_NHMult_Oth,6382942,4329305,0,0,6900162
2021-04-21,Race_eth_NHMult_Oth,6339634,4274284,0,0,6900162
2021-04-20,Race_eth_NHMult_Oth,6301945,4224183,0,0,6900162
2021-04-19,Race_eth_NHMult_Oth,6273556,4194837,0,0,6900162
2021-04-18,Race_eth_NHMult_Oth,6238001,4151514,0,0,6900162
2021-04-17,Race_eth_NHMult_Oth,6179027,4082940,0,0,6900162
2021-04-16,Race_eth_NHMult_Oth,6124004,4015312,0,0,6900162
2021-04-15,Race_eth_NHMult_Oth,6067437,3950174,0,0,6900162
2021-04-14,Race_eth_NHMult_Oth,6007464,3882564,0,0,6900162
2021-04-13,Race_eth_NHMult_Oth,5953658,3824208,0,0,6900162
2021-04-12,Race_eth_NHMult_Oth,5902758,3778806,0,0,6900162
2021-04-11,Race_eth_NHMult_Oth,5848211,3727102,0,0,6900162
2021-04-10,Race_eth_NHMult_Oth,5780930,3656534,0,0,6900162
2021-04-09,Race_eth_NHMult_Oth,5710200,3583030,0,0,6900162
2021-04-08,Race_eth_NHMult_Oth,5636244,3512274,0,0,6900162
2021-04-07,Race_eth_NHMult_Oth,5560867,3442672,0,0,6900162
2021-04-06,Race_eth_NHMult_Oth,5505504,3390376,0,0,6900162
2021-04-05,Race_eth_NHMult_Oth,5366164,3255438,0,0,6900162
2021-04-04,Race_eth_NHMult_Oth,5366058,3255268,0,0,6900162
2021-04-03,Race_eth_NHMult_Oth,5365563,3254570,0,0,6900162
2021-04-02,Race_eth_NHMult_Oth,5291548,3182807,0,0,6900162
2021-04-01,Race_eth_NHMult_Oth,5214763,3112714,0,0,6900162
2021-03-31,Race_eth_NHMult_Oth,5150017,3052693,0,0,6900162
2021-03-30,Race_eth_NHMult_Oth,5091296,3002594,0,0,6900162
2021-03-29,Race_eth_NHMult_Oth,5062272,2974636,0,0,6900162
2021-03-28,Race_eth_NHMult_Oth,5008424,2923916,0,0,6900162
2021-03-27,Race_eth_NHMult_Oth,4946894,2867901,0,0,6900162
2021-03-26,Race_eth_NHMult_Oth,4876914,2810476,0,0,6900162
2021-03-25,Race_eth_NHMult_Oth,4808050,2766349,0,0,6900162
2021-03-24,Race_eth_NHMult_Oth,4747568,2724388,0,0,6900162
2021-03-23,Race_eth_NHMult_Oth,4694880,2688191,0,0,6900162
2021-03-22,Race_eth_NHMult_Oth,4666112,2666332,0,0,6900162
2021-03-21,Race_eth_NHMult_Oth,4615803,2632110,0,0,6900162
2021-03-20,Race_eth_NHMult_Oth,4548228,2588558,0,0,6900162
2021-03-19,Race_eth_NHMult_Oth,4480710,2542882,0,0,6900162
2021-03-18,Race_eth_NHMult_Oth,4404283,2491890,0,0,6900162
2021-03-17,Race_eth_NHMult_Oth,4350722,2455159,0,0,6900162
2021-03-16,Race_eth_NHMult_Oth,4301398,2418778,0,0,6900162
2021-03-15,Race_eth_NHMult_Oth,4274538,2395200,0,0,6900162
2021-03-14,Race_eth_NHMult_Oth,4230991,2362564,0,0,6900162
2021-03-13,Race_eth_NHMult_Oth,4164188,2313791,0,0,6900162
2021-03-12,Race_eth_NHMult_Oth,4067881,2250507,0,0,6900162
2021-03-11,Race_eth_NHMult_Oth,4000982,2200967,0,0,6900162
2021-03-10,Race_eth_NHMult_Oth,3940220,2159480,0,0,6900162
2021-03-09,Race_eth_NHMult_Oth,3889973,2120354,0,0,6900162
2021-03-08,Race_eth_NHMult_Oth,3860056,2099804,0,0,6900162
2021-03-07,Race_eth_NHMult_Oth,3802579,2053563,0,0,6900162
2021-03-06,Race_eth_NHMult_Oth,3744485,2002539,0,0,6900162
2021-03-05,Race_eth_NHMult_Oth,3678981,1942402,0,0,6900162
2021-03-04,Race_eth_NHMult_Oth,3619170,1889681,0,0,6900162
2021-03-03,Race_eth_NHMult_Oth,3571391,1848180,0,0,6900162
2021-03-02,Race_eth_NHMult_Oth,3531349,1812296,0,0,6900162
2021-03-01,Race_eth_NHMult_Oth,3505824,1788843,0,0,6900162
2021-02-28,Race_eth_NHMult_Oth,3459860,1745779,0,0,6900162
2021-02-27,Race_eth_NHMult_Oth,3408461,1691926,0,0,6900162
2021-02-26,Race_eth_NHMult_Oth,3349502,1635115,0,0,6900162
2021-02-25,Race_eth_NHMult_Oth,3297887,1571765,0,0,6900162
2021-02-24,Race_eth_NHMult_Oth,3255616,1524712,0,0,6900162
2021-02-23,Race_eth_NHMult_Oth,3227207,1490223,0,0,6900162
2021-02-22,Race_eth_NHMult_Oth,3209212,1463548,0,0,6900162
2021-02-21,Race_eth_NHMult_Oth,3184165,1422975,0,0,6900162
2021-02-20,Race_eth_NHMult_Oth,3153611,1372886,0,0,6900162
2021-02-19,Race_eth_NHMult_Oth,3112287,1324012,0,0,6900162
2021-02-18,Race_eth_NHMult_Oth,3070845,1279369,0,0,6900162
2021-02-17,Race_eth_NHMult_Oth,3040674,1252078,0,0,6900162
2021-02-16,Race_eth_NHMult_Oth,3020684,1231757,0,0,6900162
2021-02-15,Race_eth_NHMult_Oth,3000366,1209379,0,0,6900162
2021-02-14,Race_eth_NHMult_Oth,2969134,1173913,0,0,6900162
2021-02-13,Race_eth_NHMult_Oth,2895558,1097897,0,0,6900162
2021-02-12,Race_eth_NHMult_Oth,2815800,1012691,0,0,6900162
2021-02-11,Race_eth_NHMult_Oth,2748426,929512,0,0,6900162
2021-02-10,Race_eth_NHMult_Oth,2692024,876732,0,0,6900162
2021-02-09,Race_eth_NHMult_Oth,2619805,809727,0,0,6900162
2021-02-08,Race_eth_NHMult_Oth,2565581,769054,0,0,6900162
2021-02-07,Race_eth_NHMult_Oth,2489989,720816,0,0,6900162
2021-02-06,Race_eth_NHMult_Oth,2381379,631029,0,0,6900162
2021-02-05,Race_eth_NHMult_Oth,2291680,577599,0,0,6900162
2021-02-04,Race_eth_NHMult_Oth,2204089,528848,0,0,6900162
2021-02-03,Race_eth_NHMult_Oth,2137662,494176,0,0,6900162
2021-02-02,Race_eth_NHMult_Oth,2081244,472616,0,0,6900162
2021-02-01,Race_eth_NHMult_Oth,2020336,453341,0,0,6900162
2021-01-31,Race_eth_NHMult_Oth,1923674,424512,0,0,6900162
2021-01-30,Race_eth_NHMult_Oth,1807687,385716,0,0,6900162
2021-01-29,Race_eth_NHMult_Oth,1712157,348017,0,0,6900162
2021-01-28,Race_eth_NHMult_Oth,1617282,308738,0,0,6900162
2021-01-27,Race_eth_NHMult_Oth,1541655,280561,0,0,6900162
2021-01-26,Race_eth_NHMult_Oth,1451426,253949,0,0,6900162
2021-01-25,Race_eth_NHMult_Oth,1365822,237121,0,0,6900162
2021-01-24,Race_eth_NHMult_Oth,1289318,223130,0,0,6900162
2021-01-23,Race_eth_NHMult_Oth,1156971,203674,0,0,6900162
2021-01-22,Race_eth_NHMult_Oth,1052428,185674,0,0,6900162
2021-01-21,Race_eth_NHMult_Oth,968181,159916,0,0,6900162
2021-01-20,Race_eth_NHMult_Oth,902053,145576,0,0,6900162
2021-01-19,Race_eth_NHMult_Oth,850931,136320,0,0,6900162
2021-01-18,Race_eth_NHMult_Oth,811313,132621,0,0,6900162
2021-01-17,Race_eth_NHMult_Oth,736804,124013,0,0,6900162
2021-01-16,Race_eth_NHMult_Oth,675229,114122,0,0,6900162
2021-01-15,Race_eth_NHMult_Oth,625033,104812,0,0,6900162
2021-01-14,Race_eth_NHMult_Oth,566766,87362,0,0,6900162
2021-01-13,Race_eth_NHMult_Oth,530227,72394,0,0,6900162
2021-01-12,Race_eth_NHMult_Oth,499867,56993,0,0,6900162
2021-01-11,Race_eth_NHMult_Oth,473150,51621,0,0,6900162
2021-01-10,Race_eth_NHMult_Oth,437327,42180,0,0,6900162
2021-01-09,Race_eth_NHMult_Oth,378612,24681,0,0,6900162
2021-01-08,Race_eth_NHMult_Oth,350051,11906,0,0,6900162
2021-01-07,Race_eth_NHMult_Oth,312526,5148,0,0,6900162
2021-01-06,Race_eth_NHMult_Oth,284128,1879,0,0,6900162
2021-01-05,Race_eth_NHMult_Oth,258609,612,0,0,6900162
2021-01-04,Race_eth_NHMult_Oth,248824,554,0,0,6900162
2021-01-03,Race_eth_NHMult_Oth,219741,533,0,0,6900162
2021-01-02,Race_eth_NHMult_Oth,201438,492,0,0,6900162
2021-01-01,Race_eth_NHMult_Oth,185361,432,0,0,6900162
2020-12-31,Race_eth_NHMult_Oth,160788,378,0,0,6900162
2020-12-30,Race_eth_NHMult_Oth,142300,343,0,0,6900162
2020-12-29,Race_eth_NHMult_Oth,122555,264,0,0,6900162
2020-12-28,Race_eth_NHMult_Oth,118400,243,0,0,6900162
2020-12-27,Race_eth_NHMult_Oth,113043,230,0,0,6900162
2020-12-26,Race_eth_NHMult_Oth,108461,227,0,0,6900162
2020-12-25,Race_eth_NHMult_Oth,96559,184,0,0,6900162
2020-12-24,Race_eth_NHMult_Oth,75665,160,0,0,6900162
2020-12-23,Race_eth_NHMult_Oth,58744,126,0,0,6900162
2020-12-22,Race_eth_NHMult_Oth,44695,114,0,0,6900162
2020-12-21,Race_eth_NHMult_Oth,37500,79,0,0,6900162
2020-12-20,Race_eth_NHMult_Oth,28019,47,0,0,6900162
2020-12-19,Race_eth_NHMult_Oth,14201,18,0,0,6900162
2020-12-18,Race_eth_NHMult_Oth,5189,1,0,0,6900162
2020-12-17,Race_eth_NHMult_Oth,1433,0,0,0,6900162
2020-12-16,Race_eth_NHMult_Oth,142,0,0,0,6900162
2021-05-17,Race_eth_NHBlack,7833657,6320001,20.8,16.8,37653641
2021-05-16,Race_eth_NHBlack,7791607,6269024,20.7,16.6,37653641
2021-05-15,Race_eth_NHBlack,7742166,6204928,20.6,16.5,37653641
2021-05-14,Race_eth_NHBlack,7680302,6111957,20.4,16.2,37653641
2021-05-13,Race_eth_NHBlack,7633090,6029164,20.3,16,37653641
2021-05-12,Race_eth_NHBlack,7586228,5939942,20.1,15.8,37653641
2021-05-11,Race_eth_NHBlack,7546543,5871474,20,15.6,37653641
2021-05-10,Race_eth_NHBlack,7508932,5818920,19.9,15.5,37653641
2021-05-09,Race_eth_NHBlack,7464277,5750573,19.8,15.3,37653641
2021-05-08,Race_eth_NHBlack,7408383,5652972,19.7,15,37653641
2021-05-07,Race_eth_NHBlack,7349179,5553957,19.5,14.8,37653641
2021-05-06,Race_eth_NHBlack,7271005,5427403,19.3,14.4,37653641
2021-05-05,Race_eth_NHBlack,7219392,5348129,19.2,14.2,37653641
2021-05-04,Race_eth_NHBlack,7173048,5278612,19.1,14,37653641
2021-05-03,Race_eth_NHBlack,7145704,5233092,19,13.9,37653641
2021-05-02,Race_eth_NHBlack,7115411,5190860,18.9,13.8,37653641
2021-05-01,Race_eth_NHBlack,7064690,5117140,18.8,13.6,37653641
2021-04-30,Race_eth_NHBlack,6983283,5012642,18.5,13.3,37653641
2021-04-29,Race_eth_NHBlack,6909378,4905911,18.3,13,37653641
2021-04-28,Race_eth_NHBlack,6842647,4811490,18.2,12.8,37653641
2021-04-27,Race_eth_NHBlack,6783732,4731613,18,12.6,37653641
2021-04-26,Race_eth_NHBlack,6735042,4674492,17.9,12.4,37653641
2021-04-25,Race_eth_NHBlack,6680135,4614926,17.7,12.3,37653641
2021-04-24,Race_eth_NHBlack,6610257,4533109,17.6,12,37653641
2021-04-23,Race_eth_NHBlack,6531291,4429667,17.3,11.8,37653641
2021-04-22,Race_eth_NHBlack,6450980,4322043,17.1,11.5,37653641
2021-04-21,Race_eth_NHBlack,6374563,4225058,16.9,11.2,37653641
2021-04-20,Race_eth_NHBlack,6307790,4141588,16.8,11,37653641
2021-04-19,Race_eth_NHBlack,6264435,4096197,16.6,10.9,37653641
2021-04-18,Race_eth_NHBlack,6212243,4035528,16.5,10.7,37653641
2021-04-17,Race_eth_NHBlack,6107661,3919791,16.2,10.4,37653641
2021-04-16,Race_eth_NHBlack,6011130,3810569,16,10.1,37653641
2021-04-15,Race_eth_NHBlack,5916799,3708183,15.7,9.8,37653641
